Criação das árvores ordenadas:
n_persons	index	time        
524288   	0    	5.374723e-01
524288   	1    	7.221795e-01
524288   	2    	6.431285e-01
524288   	3    	4.988159e-01

Procura de nós nas árvores:
n_persons	index	time        
524288   	0    	5.369352e-01
524288   	1    	5.714455e-01
524288   	2    	5.330411e-01
524288   	3    	6.741883e-01

Maior profundidade das árvores:
n_persons	index	time        	depth
524288   	0    	3.082880e-02	49   
524288   	1    	3.039930e-02	45   
524288   	2    	3.594280e-02	43   
524288   	3    	3.326810e-02	46   

Número de nós em cada nível:
n_persons	index	time        	lvl0  	lvl1  	lvl2  	lvl3  	lvl4  	lvl5  	lvl6  	lvl7  	lvl8  	lvl9  	lvl10 	lvl11 	lvl12 	lvl13 	lvl14 	lvl15 	lvl16 	lvl17 	lvl18 	lvl19 	lvl20 	lvl21 	lvl22 	lvl23 	lvl24 	lvl25 	lvl26 	lvl27 	lvl28 	lvl29 	lvl30 	lvl31 	lvl32 	lvl33 	lvl34 	lvl35 	lvl36 	lvl37 	lvl38 	lvl39 	lvl40 	lvl41 	lvl42 	lvl43 	lvl44 	lvl45 	lvl46 	lvl47 	lvl48 	lvl49 
524288   	0    	2.545230e-02	1     	2     	4     	8     	16    	32    	62    	121   	235   	439   	769   	1337  	2245  	3576  	5423  	7788  	10550 	13957 	17491 	21039 	24631 	28069 	30874 	33214 	35040 	35932 	35740 	34778 	32689 	29568 	26141 	22584 	18586 	14931 	11420 	8329  	5963  	4167  	2718  	1618  	1011  	542   	302   	163   	94    	50    	20    	9     	7     	3     
524288   	1    	2.645940e-02	1     	2     	4     	8     	16    	32    	64    	127   	251   	480   	896   	1627  	2803  	4629  	7175  	10427 	14288 	18860 	23520 	28678 	33639 	38159 	41422 	42924 	42592 	40640 	36772 	32199 	26894 	21705 	16691 	12527 	8728  	6004  	3878  	2360  	1374  	837   	455   	287   	170   	72    	39    	20    	9     	3     	nan   	nan   	nan   	nan   
524288   	2    	3.051770e-02	1     	2     	4     	8     	16    	32    	64    	126   	243   	469   	885   	1612  	2824  	4769  	7699  	11632 	16694 	22710 	28906 	34850 	40059 	43223 	44606 	44077 	41258 	37426 	32216 	27050 	21903 	17337 	13247 	9891  	6913  	4579  	2960  	1847  	1107  	564   	275   	126   	54    	18    	5     	1     	nan   	nan   	nan   	nan   	nan   	nan   
524288   	3    	2.952360e-02	1     	2     	4     	8     	16    	32    	64    	127   	250   	476   	891   	1610  	2781  	4659  	7376  	11060 	15861 	21315 	27407 	33419 	38379 	42188 	44154 	44146 	42160 	38407 	33868 	28818 	23402 	18541 	13770 	9919  	6974  	4701  	3083  	1960  	1161  	661   	330   	160   	81    	32    	13    	9     	8     	3     	1     	nan   	nan   	nan   

Lista de pessoas (índice 0, filtro "John "):
#       	name (0)                       	zip_code (1)                                                   	telephone number (2)	social security number (3)
1       	John Abbott                    	22192 Woodbridge (Prince William county)                       	6740 404 344     	474-34-3985            
2       	John Abbott                    	30281 Stockbridge (Henry county)                               	3026 505 909     	756-47-7939            
3       	John Abbott                    	7087 Union City (Hudson county)                                	5226 183 175     	903-15-1075            
4       	John Abbott                    	75034 Frisco (Collin county)                                   	6290 839 375     	618-08-8069            
5       	John Abbott                    	91706 Baldwin Park (Los Angeles county)                        	8190 961 788     	461-74-1971            
6       	John Abbott                    	91770 Rosemead (Los Angeles county)                            	8965 024 874     	620-96-9086            
7       	John Abbott                    	98052 Redmond (King county)                                    	5339 868 545     	597-10-9426            
8       	John Acevedo                   	77084 Houston (Harris county)                                  	1933 327 832     	697-55-2247            
9       	John Acevedo                   	92509 Riverside (Riverside county)                             	9968 725 139     	986-55-8423            
10      	John Acosta                    	10453 Bronx (Bronx county)                                     	2471 942 385     	434-60-0600            
11      	John Acosta                    	11229 Brooklyn (Kings county)                                  	1458 748 767     	502-25-7796            
12      	John Acosta                    	30188 Woodstock (Cherokee county)                              	6336 798 957     	095-10-6087            
13      	John Acosta                    	42101 Bowling Green (Warren county)                            	2032 670 119     	119-03-5665            
14      	John Acosta                    	77433 Cypress (Harris county)                                  	8944 923 342     	725-54-1520            
15      	John Acosta                    	78130 New Braunfels (Comal county)                             	5502 791 825     	059-76-5169            
16      	John Acosta                    	79924 El Paso (El Paso county)                                 	1499 545 875     	077-66-0782            
17      	John Acosta                    	85301 Glendale (Maricopa county)                               	5705 796 988     	877-70-5618            
18      	John Acosta                    	91762 Ontario (San Bernardino county)                          	8930 775 020     	505-83-1045            
19      	John Acosta                    	93306 Bakersfield (Kern county)                                	7212 804 123     	817-70-4838            
20      	John Adams                     	10002 New York City (New York county)                          	6843 967 314     	129-92-9372            
21      	John Adams                     	10314 Staten Island (Richmond county)                          	1454 459 126     	887-48-9422            
22      	John Adams                     	11203 Brooklyn (Kings county)                                  	2092 426 326     	740-46-9660            
23      	John Adams                     	11207 Brooklyn (Kings county)                                  	7459 635 865     	435-18-4995            
24      	John Adams                     	11211 Brooklyn (Kings county)                                  	6858 633 583     	216-34-0456            
25      	John Adams                     	11213 Brooklyn (Kings county)                                  	3136 621 748     	635-32-1548            
26      	John Adams                     	30022 Alpharetta (Fulton county)                               	5217 797 341     	823-56-8510            
27      	John Adams                     	30044 Lawrenceville (Gwinnett county)                          	8194 307 197     	184-84-5794            
28      	John Adams                     	33025 Hollywood (Broward county)                               	1509 886 239     	539-88-6736            
29      	John Adams                     	60617 Chicago (Cook county)                                    	1165 788 140     	517-34-3174            
30      	John Adams                     	60617 Chicago (Cook county)                                    	7558 650 291     	247-39-4087            
31      	John Adams                     	7055 Passaic (Passaic county)                                  	6792 279 351     	610-06-8409            
32      	John Adams                     	77036 Houston (Harris county)                                  	4289 370 201     	685-56-6033            
33      	John Adams                     	77449 Katy (Harris county)                                     	6723 922 836     	696-42-1304            
34      	John Adams                     	77459 Missouri City (Fort Bend county)                         	4449 758 960     	947-47-4478            
35      	John Adams                     	78130 New Braunfels (Comal county)                             	3526 229 600     	691-10-8282            
36      	John Adams                     	78666 San Marcos (Hays county)                                 	6698 813 434     	543-99-0443            
37      	John Adams                     	80015 Aurora (Arapahoe county)                                 	9958 226 124     	978-95-6405            
38      	John Adams                     	89108 Las Vegas (Clark county)                                 	2355 148 466     	367-49-8887            
39      	John Adams                     	90066 Los Angeles (Los Angeles county)                         	7041 823 305     	456-96-8087            
40      	John Adams                     	90201 Bell (Los Angeles county)                                	7711 767 049     	350-90-0190            
41      	John Adams                     	91335 Reseda (Los Angeles county)                              	4148 949 110     	132-41-4256            
42      	John Adams                     	91702 Azusa (Los Angeles county)                               	5788 003 065     	461-07-5525            
43      	John Adams                     	91911 Chula Vista (San Diego county)                           	2960 060 814     	584-50-6052            
44      	John Adams                     	93722 Fresno (Fresno county)                                   	5803 768 637     	591-07-2860            
45      	John Adams                     	93906 Salinas (Monterey county)                                	1439 766 560     	511-33-3746            
46      	John Adams                     	94112 San Francisco (San Francisco county)                     	4528 070 242     	708-57-7404            
47      	John Adams                     	949 Toa Baja (Toa Baja county)                                 	9375 265 560     	425-14-3321            
48      	John Adams                     	953 Toa Alta (Toa Alta county)                                 	6756 081 272     	206-30-5994            
49      	John Adkins                    	10468 Bronx (Bronx county)                                     	1289 158 181     	868-55-8202            
50      	John Adkins                    	11201 Brooklyn (Kings county)                                  	5554 872 029     	380-63-2758            
51      	John Adkins                    	11355 Flushing (Queens county)                                 	4139 727 808     	929-02-5098            
52      	John Adkins                    	29445 Goose Creek (Berkeley county)                            	1782 876 242     	710-63-6055            
53      	John Adkins                    	92154 San Diego (San Diego county)                             	2410 134 311     	021-21-5773            
54      	John Aguilar                   	10467 Bronx (Bronx county)                                     	9480 793 889     	663-99-5155            
55      	John Aguilar                   	11385 Ridgewood (Queens county)                                	2706 083 968     	801-88-8075            
56      	John Aguilar                   	11434 Jamaica (Queens county)                                  	7111 433 621     	583-63-7402            
57      	John Aguilar                   	14850 Ithaca (Tompkins county)                                 	3119 910 415     	727-66-5607            
58      	John Aguilar                   	19720 New Castle (New Castle county)                           	5527 187 747     	693-08-8358            
59      	John Aguilar                   	75052 Grand Prairie (Dallas county)                            	7931 186 665     	984-01-2694            
60      	John Aguilar                   	77095 Houston (Harris county)                                  	6056 859 211     	176-24-5048            
61      	John Aguilar                   	78542 Edinburg (Hidalgo county)                                	4479 112 508     	321-72-4830            
62      	John Aguilar                   	78666 San Marcos (Hays county)                                 	4361 982 368     	503-53-9842            
